case_id,activity,resource,timestamp,amount_req,log_amount_req,concept
173697,A_SUBMITTED,112,2011-10-01 06:11:08.866000+00:00,15000,9.61587214452889,C1
173697,A_PARTLYSUBMITTED,112,2011-10-01 06:11:09.035000+00:00,15000,9.61587214452889,C1
173697,A_DECLINED,112,2011-10-01 06:11:46.420000+00:00,15000,9.61587214452889,C1
173700,A_SUBMITTED,112,2011-10-01 06:15:39.894000+00:00,5000,8.517393171418904,C1
173700,A_PARTLYSUBMITTED,112,2011-10-01 06:15:40.102000+00:00,5000,8.517393171418904,C1
173700,A_DECLINED,112,2011-10-01 06:16:21.037000+00:00,5000,8.517393171418904,C1
173727,A_SUBMITTED,112,2011-10-01 10:08:46.663000+00:00,10000,9.210440366976517,C1
173727,A_PARTLYSUBMITTED,112,2011-10-01 10:08:46.803000+00:00,10000,9.210440366976517,C1
173727,A_DECLINED,112,2011-10-01 10:09:30.362000+00:00,10000,9.210440366976517,C1
173733,A_SUBMITTED,112,2011-10-01 10:39:34.037000+00:00,6000,8.699681400989514,C1
173733,A_PARTLYSUBMITTED,112,2011-10-01 10:39:34.130000+00:00,6000,8.699681400989514,C1
173733,A_DECLINED,10939,2011-10-01 12:54:53.037000+00:00,6000,8.699681400989514,C1
173733,W_Afhandelen leads,10939,2011-10-01 12:54:56.346000+00:00,6000,8.699681400989514,C1
173757,A_SUBMITTED,112,2011-10-01 13:02:58.635000+00:00,25000,10.12667110305036,C1
173757,A_PARTLYSUBMITTED,112,2011-10-01 13:02:58.837000+00:00,25000,10.12667110305036,C1
173757,A_DECLINED,112,2011-10-01 13:03:36.223000+00:00,25000,10.12667110305036,C1
173763,A_SUBMITTED,112,2011-10-01 14:09:22.741000+00:00,4000,8.294299608857235,C1
173763,A_PARTLYSUBMITTED,112,2011-10-01 14:09:23.366000+00:00,4000,8.294299608857235,C1
173763,A_DECLINED,10939,2011-10-01 14:38:40.609000+00:00,4000,8.294299608857235,C1
173763,W_Afhandelen leads,10939,2011-10-01 14:38:43.770000+00:00,4000,8.294299608857235,C1
173769,A_SUBMITTED,112,2011-10-01 14:34:46.838000+00:00,10000,9.210440366976517,C1
173769,A_PARTLYSUBMITTED,112,2011-10-01 14:34:46.971000+00:00,10000,9.210440366976517,C1
173769,A_DECLINED,112,2011-10-01 14:35:23.337000+00:00,10000,9.210440366976517,C1
173772,A_SUBMITTED,112,2011-10-01 14:39:55.798000+00:00,3000,8.006700845440367,C1
173772,A_PARTLYSUBMITTED,112,2011-10-01 14:39:55.898000+00:00,3000,8.006700845440367,C1
173772,A_DECLINED,112,2011-10-01 14:40:31.075000+00:00,3000,8.006700845440367,C1
173778,A_SUBMITTED,112,2011-10-01 15:49:31.297000+00:00,10000,9.210440366976517,C1
173778,A_PARTLYSUBMITTED,112,2011-10-01 15:49:31.470000+00:00,10000,9.210440366976517,C1
173778,A_DECLINED,10971,2011-10-03 07:04:53.732000+00:00,10000,9.210440366976517,C1
173778,W_Afhandelen leads,UNKNOWN,2011-10-03 07:04:57.761000+00:00,10000,9.210440366976517,C1
173802,A_SUBMITTED,112,2011-10-01 18:35:21.093000+00:00,25000,10.12667110305036,C1
173802,A_PARTLYSUBMITTED,112,2011-10-01 18:35:21.250000+00:00,25000,10.12667110305036,C1
173802,A_DECLINED,10971,2011-10-03 07:07:15.922000+00:00,25000,10.12667110305036,C1
173802,W_Afhandelen leads,UNKNOWN,2011-10-03 07:07:20.331000+00:00,25000,10.12667110305036,C1
173808,A_SUBMITTED,112,2011-10-01 19:24:58.958000+00:00,4000,8.294299608857235,C1
173808,A_PARTLYSUBMITTED,112,2011-10-01 19:24:59.087000+00:00,4000,8.294299608857235,C1
173808,A_DECLINED,112,2011-10-01 19:25:39.809000+00:00,4000,8.294299608857235,C1
173820,A_SUBMITTED,112,2011-10-01 23:39:06.969000+00:00,7500,8.922791623969637,C1
173820,A_PARTLYSUBMITTED,112,2011-10-01 23:39:07.143000+00:00,7500,8.922791623969637,C1
173820,A_DECLINED,112,2011-10-01 23:39:50.227000+00:00,7500,8.922791623969637,C1
173832,A_SUBMITTED,112,2011-10-02 07:54:39.910000+00:00,10000,9.210440366976517,C1
173832,A_PARTLYSUBMITTED,112,2011-10-02 07:54:40.096000+00:00,10000,9.210440366976517,C1
173832,A_DECLINED,112,2011-10-02 07:55:24.609000+00:00,10000,9.210440366976517,C1
173838,A_SUBMITTED,112,2011-10-02 08:52:41.359000+00:00,8000,8.987321812850125,C1
173838,A_PARTLYSUBMITTED,112,2011-10-02 08:52:41.449000+00:00,8000,8.987321812850125,C1
173838,A_DECLINED,112,2011-10-02 08:53:22.928000+00:00,8000,8.987321812850125,C1
173850,A_SUBMITTED,112,2011-10-02 09:30:23.255000+00:00,6500,8.77971129020447,C1
173850,A_PARTLYSUBMITTED,112,2011-10-02 09:30:23.480000+00:00,6500,8.77971129020447,C1
173850,A_DECLINED,112,2011-10-02 09:31:03.048000+00:00,6500,8.77971129020447,C1
173853,A_SUBMITTED,112,2011-10-02 09:33:24.421000+00:00,7500,8.922791623969637,C1
173853,A_PARTLYSUBMITTED,112,2011-10-02 09:33:24.513000+00:00,7500,8.922791623969637,C1
173853,A_DECLINED,112,2011-10-02 09:33:58.511000+00:00,7500,8.922791623969637,C1
173856,A_SUBMITTED,112,2011-10-02 09:45:33.566000+00:00,12000,9.392745258631441,C1
173856,A_PARTLYSUBMITTED,112,2011-10-02 09:45:33.735000+00:00,12000,9.392745258631441,C1
173856,W_Afhandelen leads,11001,2011-10-03 07:23:52.840000+00:00,12000,9.392745258631441,C1
173856,A_DECLINED,11001,2011-10-03 07:26:32.970000+00:00,12000,9.392745258631441,C1
173856,W_Afhandelen leads,11001,2011-10-03 07:26:39.266000+00:00,12000,9.392745258631441,C1
173862,A_SUBMITTED,112,2011-10-02 10:04:39.114000+00:00,10000,9.210440366976517,C1
173862,A_PARTLYSUBMITTED,112,2011-10-02 10:04:39.282000+00:00,10000,9.210440366976517,C1
173862,A_DECLINED,11001,2011-10-03 07:30:06.421000+00:00,10000,9.210440366976517,C1
173862,W_Afhandelen leads,11001,2011-10-03 07:30:10.505000+00:00,10000,9.210440366976517,C1
173865,A_SUBMITTED,112,2011-10-02 10:17:02.798000+00:00,5000,8.517393171418904,C1
173865,A_PARTLYSUBMITTED,112,2011-10-02 10:17:02.889000+00:00,5000,8.517393171418904,C1
173865,A_DECLINED,112,2011-10-02 10:17:48.233000+00:00,5000,8.517393171418904,C1
173874,A_SUBMITTED,112,2011-10-02 11:10:37.309000+00:00,12500,9.433563920090563,C1
173874,A_PARTLYSUBMITTED,112,2011-10-02 11:10:37.753000+00:00,12500,9.433563920090563,C1
173874,A_DECLINED,112,2011-10-02 11:10:40.672000+00:00,12500,9.433563920090563,C1
173877,A_SUBMITTED,112,2011-10-02 11:21:47.147000+00:00,29387,10.288341706740168,C1
173877,A_PARTLYSUBMITTED,112,2011-10-02 11:21:47.225000+00:00,29387,10.288341706740168,C1
173877,A_DECLINED,112,2011-10-02 11:22:28.724000+00:00,29387,10.288341706740168,C1
173883,A_SUBMITTED,112,2011-10-02 11:46:35.860000+00:00,2500,7.824445930877619,C1
173883,A_PARTLYSUBMITTED,112,2011-10-02 11:46:36.033000+00:00,2500,7.824445930877619,C1
173883,A_DECLINED,112,2011-10-02 11:46:38.055000+00:00,2500,7.824445930877619,C1
173886,A_SUBMITTED,112,2011-10-02 11:52:34.123000+00:00,3000,8.006700845440367,C1
173886,A_PARTLYSUBMITTED,112,2011-10-02 11:52:34.218000+00:00,3000,8.006700845440367,C1
173886,A_DECLINED,112,2011-10-02 11:53:12.968000+00:00,3000,8.006700845440367,C1
173889,A_SUBMITTED,112,2011-10-02 12:42:12.094000+00:00,7500,8.922791623969637,C1
173889,A_PARTLYSUBMITTED,112,2011-10-02 12:42:14.078000+00:00,7500,8.922791623969637,C1
173889,A_DECLINED,11001,2011-10-03 07:36:30.650000+00:00,7500,8.922791623969637,C1
173889,W_Afhandelen leads,11001,2011-10-03 07:36:33.795000+00:00,7500,8.922791623969637,C1
173892,A_SUBMITTED,112,2011-10-02 12:53:44.931000+00:00,15000,9.61587214452889,C1
173892,A_PARTLYSUBMITTED,112,2011-10-02 12:53:45.320000+00:00,15000,9.61587214452889,C1
173892,A_DECLINED,112,2011-10-02 12:54:21.542000+00:00,15000,9.61587214452889,C1
173895,A_SUBMITTED,112,2011-10-02 14:03:10.035000+00:00,5500,8.612685172875459,C1
