case_id,activity,resource,timestamp,amount_req,log_amount_req,concept
173703,A_SUBMITTED,112,2011-10-01 07:45:25.806000+00:00,13500,9.510519035757246,C2
173703,A_PARTLYSUBMITTED,112,2011-10-01 07:45:25.981000+00:00,13500,9.510519035757246,C2
173703,A_PREACCEPTED,112,2011-10-01 07:46:18.211000+00:00,13500,9.510519035757246,C2
173703,W_Completeren aanvraag,10912,2011-10-01 09:40:24.141000+00:00,13500,9.510519035757246,C2
173703,A_CANCELLED,10912,2011-10-01 11:02:11.068000+00:00,13500,9.510519035757246,C2
173703,W_Completeren aanvraag,10912,2011-10-01 11:02:12.557000+00:00,13500,9.510519035757246,C2
173706,A_SUBMITTED,112,2011-10-01 07:45:37.274000+00:00,18000,9.798182590890704,C2
173706,A_PARTLYSUBMITTED,112,2011-10-01 07:45:37.363000+00:00,18000,9.798182590890704,C2
173706,A_PREACCEPTED,10912,2011-10-01 08:16:48.956000+00:00,18000,9.798182590890704,C2
173706,W_Afhandelen leads,10912,2011-10-01 08:16:49.843000+00:00,18000,9.798182590890704,C2
173706,W_Completeren aanvraag,10912,2011-10-01 09:50:14.483000+00:00,18000,9.798182590890704,C2
173706,W_Completeren aanvraag,10912,2011-10-01 09:53:55.769000+00:00,18000,9.798182590890704,C2
173706,A_DECLINED,11111,2011-10-01 12:59:58.557000+00:00,18000,9.798182590890704,C2
173706,W_Completeren aanvraag,UNKNOWN,2011-10-01 13:00:02.537000+00:00,18000,9.798182590890704,C2
173709,A_SUBMITTED,112,2011-10-01 07:57:42.994000+00:00,11000,9.305741456739435,C2
173709,A_PARTLYSUBMITTED,112,2011-10-01 07:57:43.182000+00:00,11000,9.305741456739435,C2
173709,A_PREACCEPTED,112,2011-10-01 07:58:27.038000+00:00,11000,9.305741456739435,C2
173709,W_Completeren aanvraag,10912,2011-10-01 08:27:07.853000+00:00,11000,9.305741456739435,C2
173709,W_Completeren aanvraag,10912,2011-10-01 09:43:02.623000+00:00,11000,9.305741456739435,C2
173709,W_Completeren aanvraag,10982,2011-10-10 15:43:13.290000+00:00,11000,9.305741456739435,C2
173709,W_Completeren aanvraag,10982,2011-11-01 08:15:08.331000+00:00,11000,9.305741456739435,C2
173709,A_CANCELLED,112,2011-11-01 08:15:08.387000+00:00,11000,9.305741456739435,C2
173712,A_SUBMITTED,112,2011-10-01 07:58:30.533000+00:00,30000,10.308985993422082,C2
173712,A_PARTLYSUBMITTED,112,2011-10-01 07:58:30.678000+00:00,30000,10.308985993422082,C2
173712,A_PREACCEPTED,10912,2011-10-01 08:10:24.737000+00:00,30000,10.308985993422082,C2
173712,W_Afhandelen leads,10912,2011-10-01 08:10:25.759000+00:00,30000,10.308985993422082,C2
173712,W_Completeren aanvraag,11019,2011-10-01 11:03:35.216000+00:00,30000,10.308985993422082,C2
