case_id,activity,resource,timestamp,amount_req,log_amount_req,concept
173688,A_SUBMITTED,112,2011-09-30 22:38:44.546000+00:00,20000,9.90353755128617,C3
173688,A_PARTLYSUBMITTED,112,2011-09-30 22:38:44.880000+00:00,20000,9.90353755128617,C3
173688,A_PREACCEPTED,112,2011-09-30 22:39:37.906000+00:00,20000,9.90353755128617,C3
173688,A_ACCEPTED,10862,2011-10-01 09:42:43.308000+00:00,20000,9.90353755128617,C3
173688,O_SELECTED,10862,2011-10-01 09:45:09.243000+00:00,20000,9.90353755128617,C3
173688,A_FINALIZED,10862,2011-10-01 09:45:09.243000+00:00,20000,9.90353755128617,C3
173688,O_CREATED,10862,2011-10-01 09:45:11.197000+00:00,20000,9.90353755128617,C3
173688,O_SENT,10862,2011-10-01 09:45:11.380000+00:00,20000,9.90353755128617,C3
173688,W_Completeren aanvraag,UNKNOWN,2011-10-01 09:45:13.917000+00:00,20000,9.90353755128617,C3
173688,W_Nabellen offertes,UNKNOWN,2011-10-01 10:17:08.924000+00:00,20000,9.90353755128617,C3
173688,W_Nabellen offertes,10913,2011-10-08 14:32:00.886000+00:00,20000,9.90353755128617,C3
173688,O_SENT_BACK,11049,2011-10-10 09:33:03.668000+00:00,20000,9.90353755128617,C3
173688,W_Nabellen offertes,11049,2011-10-10 09:33:05.791000+00:00,20000,9.90353755128617,C3
173688,A_REGISTERED,10629,2011-10-13 08:37:29.226000+00:00,20000,9.90353755128617,C3
173688,A_APPROVED,10629,2011-10-13 08:37:29.226000+00:00,20000,9.90353755128617,C3
173688,O_ACCEPTED,10629,2011-10-13 08:37:29.226000+00:00,20000,9.90353755128617,C3
173688,A_ACTIVATED,10629,2011-10-13 08:37:29.226000+00:00,20000,9.90353755128617,C3
173688,W_Valideren aanvraag,10629,2011-10-13 08:37:37.026000+00:00,20000,9.90353755128617,C3
173691,A_SUBMITTED,112,2011-10-01 06:08:58.256000+00:00,5000,8.517393171418904,C3
173691,A_PARTLYSUBMITTED,112,2011-10-01 06:09:02.195000+00:00,5000,8.517393171418904,C3
173691,A_PREACCEPTED,112,2011-10-01 06:09:56.648000+00:00,5000,8.517393171418904,C3
173691,W_Completeren aanvraag,UNKNOWN,2011-10-01 09:43:13.178000+00:00,5000,8.517393171418904,C3
173691,A_ACCEPTED,10862,2011-10-01 12:33:54.614000+00:00,5000,8.517393171418904,C3
173691,A_FINALIZED,10862,2011-10-01 12:35:46.016000+00:00,5000,8.517393171418904,C3
173691,O_SELECTED,10862,2011-10-01 12:35:46.016000+00:00,5000,8.517393171418904,C3
173691,O_CREATED,10862,2011-10-01 12:35:47.488000+00:00,5000,8.517393171418904,C3
173691,O_SENT,10862,2011-10-01 12:35:47.583000+00:00,5000,8.517393171418904,C3
173691,W_Completeren aanvraag,UNKNOWN,2011-10-01 12:35:48.791000+00:00,5000,8.517393171418904,C3
173691,W_Nabellen offertes,UNKNOWN,2011-10-01 12:36:25.794000+00:00,5000,8.517393171418904,C3
173691,O_SELECTED,11120,2011-10-03 14:56:17.731000+00:00,5000,8.517393171418904,C3
173691,O_CANCELLED,11120,2011-10-03 14:56:17.731000+00:00,5000,8.517393171418904,C3
173691,O_CREATED,11120,2011-10-03 14:56:19.613000+00:00,5000,8.517393171418904,C3
173691,O_SENT,11120,2011-10-03 14:56:19.645000+00:00,5000,8.517393171418904,C3
173691,W_Nabellen offertes,UNKNOWN,2011-10-03 14:56:21.195000+00:00,5000,8.517393171418904,C3
