case_id,activity,resource,timestamp,amount_req,log_amount_req,concept
173745,A_SUBMITTED,112,2011-10-01 12:08:16.294000+00:00,2000,7.601402334583733,C4
173745,A_PARTLYSUBMITTED,112,2011-10-01 12:08:16.484000+00:00,2000,7.601402334583733,C4
173745,A_PREACCEPTED,10939,2011-10-01 13:21:26.216000+00:00,2000,7.601402334583733,C4
173745,W_Afhandelen leads,10939,2011-10-01 13:21:27.382000+00:00,2000,7.601402334583733,C4
173745,A_ACCEPTED,11111,2011-10-01 13:55:33.955000+00:00,2000,7.601402334583733,C4
173745,O_SELECTED,11111,2011-10-01 13:58:41.855000+00:00,2000,7.601402334583733,C4
173745,A_FINALIZED,11111,2011-10-01 13:58:41.856000+00:00,2000,7.601402334583733,C4
173745,O_CREATED,11111,2011-10-01 13:58:44.837000+00:00,2000,7.601402334583733,C4
173745,O_SENT,11111,2011-10-01 13:58:44.859000+00:00,2000,7.601402334583733,C4
173745,W_Completeren aanvraag,UNKNOWN,2011-10-01 13:58:47.041000+00:00,2000,7.601402334583733,C4
173745,O_CANCELLED,11000,2011-10-08 10:45:57.789000+00:00,2000,7.601402334583733,C4
173745,A_CANCELLED,11000,2011-10-08 10:45:57.789000+00:00,2000,7.601402334583733,C4
173745,W_Nabellen offertes,11000,2011-10-08 10:45:59.872000+00:00,2000,7.601402334583733,C4
173787,A_SUBMITTED,112,2011-10-01 17:06:01.646000+00:00,5000,8.517393171418904,C4
173787,A_PARTLYSUBMITTED,112,2011-10-01 17:06:01.808000+00:00,5000,8.517393171418904,C4
173787,A_PREACCEPTED,112,2011-10-01 17:06:46.498000+00:00,5000,8.517393171418904,C4
173787,A_ACCEPTED,11202,2011-10-03 07:27:58.776000+00:00,5000,8.517393171418904,C4
173787,O_SELECTED,11202,2011-10-03 07:31:07.141000+00:00,5000,8.517393171418904,C4
173787,A_FINALIZED,11202,2011-10-03 07:31:07.141000+00:00,5000,8.517393171418904,C4
173787,O_CREATED,11202,2011-10-03 07:31:08.267000+00:00,5000,8.517393171418904,C4
173787,O_SENT,11202,2011-10-03 07:31:08.302000+00:00,5000,8.517393171418904,C4
173787,W_Completeren aanvraag,UNKNOWN,2011-10-03 07:31:09.674000+00:00,5000,8.517393171418904,C4
173787,O_CANCELLED,11202,2011-10-03 07:36:43.291000+00:00,5000,8.517393171418904,C4
173787,O_SELECTED,11202,2011-10-03 07:36:43.291000+00:00,5000,8.517393171418904,C4
173787,O_CREATED,11202,2011-10-03 07:36:44.181000+00:00,5000,8.517393171418904,C4
173787,O_SENT,11202,2011-10-03 07:36:44.208000+00:00,5000,8.517393171418904,C4
173787,W_Nabellen offertes,UNKNOWN,2011-10-03 07:36:45.550000+00:00,5000,8.517393171418904,C4
173787,W_Nabellen offertes,UNKNOWN,2011-10-03 07:39:54.700000+00:00,5000,8.517393171418904,C4
173787,W_Nabellen offertes,UNKNOWN,2011-10-03 07:54:06.011000+00:00,5000,8.517393171418904,C4
173787,W_Nabellen offertes,UNKNOWN,2011-10-10 13:10:36.176000+00:00,5000,8.517393171418904,C4
173787,W_Nabellen offertes,11201,2011-10-10 17:59:57.426000+00:00,5000,8.517393171418904,C4
173787,W_Nabellen offertes,11181,2011-10-10 18:55:56.217000+00:00,5000,8.517393171418904,C4
173787,W_Nabellen offertes,UNKNOWN,2011-10-18 09:49:29.088000+00:00,5000,8.517393171418904,C4
173787,A_CANCELLED,11119,2011-10-19 16:51:53.683000+00:00,5000,8.517393171418904,C4
173787,O_CANCELLED,11119,2011-10-19 16:51:53.683000+00:00,5000,8.517393171418904,C4
173787,W_Nabellen offertes,11119,2011-10-19 16:51:57.156000+00:00,5000,8.517393171418904,C4
173796,A_SUBMITTED,112,2011-10-01 18:19:11.828000+00:00,15000,9.61587214452889,C4
173796,A_PARTLYSUBMITTED,112,2011-10-01 18:19:12.321000+00:00,15000,9.61587214452889,C4
173796,A_PREACCEPTED,112,2011-10-01 18:19:54.267000+00:00,15000,9.61587214452889,C4
173796,W_Completeren aanvraag,11180,2011-10-03 07:32:18.835000+00:00,15000,9.61587214452889,C4
173796,A_ACCEPTED,11001,2011-10-03 09:07:36.401000+00:00,15000,9.61587214452889,C4
173796,A_FINALIZED,11001,2011-10-03 09:15:53.537000+00:00,15000,9.61587214452889,C4
173796,O_SELECTED,11001,2011-10-03 09:15:53.537000+00:00,15000,9.61587214452889,C4
173796,O_CREATED,11001,2011-10-03 09:16:42.008000+00:00,15000,9.61587214452889,C4
173796,O_SENT,11001,2011-10-03 09:16:42.037000+00:00,15000,9.61587214452889,C4
173796,W_Completeren aanvraag,11001,2011-10-03 09:16:43.451000+00:00,15000,9.61587214452889,C4
173796,W_Nabellen offertes,11201,2011-10-10 15:23:27.060000+00:00,15000,9.61587214452889,C4
173796,A_CANCELLED,11201,2011-10-10 15:23:53.999000+00:00,15000,9.61587214452889,C4
173796,O_CANCELLED,11201,2011-10-10 15:23:53.999000+00:00,15000,9.61587214452889,C4
173796,W_Nabellen offertes,11201,2011-10-10 15:23:56.237000+00:00,15000,9.61587214452889,C4
