case:concept:name;concept:name;org:resource;time:timestamp;relative_timestamp_from_start;AMOUNT_REQ;case:label
GEN0;A_SUBMITTED-COMPLETE;112;2012-04-23 12:34:24;111055.09375;50974.14453125;not_approved
GEN0;A_PARTLYSUBMITTED-COMPLETE;112;2012-04-23 12:34:24;111055.09375;50974.14453125;not_approved
GEN0;A_PREACCEPTED-COMPLETE;112;2012-04-23 12:34:56;111055.09375;50974.14453125;not_approved
GEN0;W_Completeren aanvraag-SCHEDULE;112;2012-04-23 12:34:56;111055.09375;50974.14453125;not_approved
GEN0;W_Completeren aanvraag-START;11254;2012-04-23 23:07:48;111055.09375;50974.14453125;not_approved
GEN0;W_Completeren aanvraag-COMPLETE;11119;2012-04-23 23:09:01;111055.09375;50974.14453125;not_approved
GEN0;W_Completeren aanvraag-START;11119;2012-04-24 02:18:32;111055.09375;50974.14453125;not_approved
GEN0;W_Completeren aanvraag-COMPLETE;UNKNOWN;2012-04-24 02:20:59;111055.09375;50974.14453125;not_approved
GEN0;W_Completeren aanvraag-START;10932;2012-04-24 06:30:02;111055.09375;50974.14453125;not_approved
GEN0;W_Completeren aanvraag-COMPLETE;UNKNOWN;2012-04-24 06:31:19;111055.09375;50974.14453125;not_approved
GEN0;W_Completeren aanvraag-START;11201;2012-04-24 08:59:22;111055.09375;50974.14453125;not_approved
GEN0;W_Completeren aanvraag-COMPLETE;10910;2012-04-24 09:07:41;111055.09375;50974.14453125;not_approved
GEN0;W_Completeren aanvraag-START;10932;2012-04-29 09:20:33;111055.09375;50974.14453125;not_approved
GEN0;W_Completeren aanvraag-COMPLETE;UNKNOWN;2012-04-29 09:21:21;111055.09375;50974.14453125;not_approved
GEN0;W_Completeren aanvraag-START;10935;2012-04-30 02:50:51;111055.09375;50974.14453125;not_approved
GEN0;W_Completeren aanvraag-COMPLETE;10914;2012-04-30 02:51:48;111055.09375;50974.14453125;not_approved
GEN0;W_Completeren aanvraag-START;11179;2012-04-30 18:14:28;111055.09375;50974.14453125;not_approved
GEN0;W_Completeren aanvraag-COMPLETE;11179;2012-04-30 18:14:57;111055.09375;50974.14453125;not_approved
GEN0;W_Completeren aanvraag-START;11000;2012-05-02 12:59:48;111055.09375;50974.14453125;not_approved
GEN0;W_Completeren aanvraag-COMPLETE;UNKNOWN;2012-05-02 13:02:03;111055.09375;50974.14453125;not_approved
