case:concept:name;concept:name;org:resource;time:timestamp;relative_timestamp_from_start;AMOUNT_REQ;case:label
GEN0;A_SUBMITTED-COMPLETE;112;2012-04-21 11:21:40;112311.515625;46583.8125;not_approved
GEN0;A_PARTLYSUBMITTED-COMPLETE;112;2012-04-21 11:21:40;112311.515625;46583.8125;not_approved
GEN0;A_DECLINED-COMPLETE;112;2012-04-21 11:22:08;112311.515625;46583.8125;not_approved
GEN1;A_SUBMITTED-COMPLETE;112;2012-04-19 19:30:20;109920.1875;48204.8828125;not_approved
GEN1;A_PARTLYSUBMITTED-COMPLETE;112;2012-04-19 19:30:20;109920.1875;48204.8828125;not_approved
GEN1;A_DECLINED-COMPLETE;112;2012-04-19 19:30:51;109920.1875;48204.8828125;not_approved
GEN2;A_SUBMITTED-COMPLETE;112;2012-04-18 18:07:23;108397.2265625;47524.5625;not_approved
GEN2;A_PARTLYSUBMITTED-COMPLETE;112;2012-04-18 18:07:23;108397.2265625;47524.5625;not_approved
GEN2;A_DECLINED-COMPLETE;112;2012-04-18 18:07:49;108397.2265625;47524.5625;not_approved
GEN3;A_SUBMITTED-COMPLETE;112;2012-04-19 23:14:17;110144.1328125;48731.125;not_approved
GEN3;A_PARTLYSUBMITTED-COMPLETE;112;2012-04-19 23:14:17;110144.1328125;48731.125;not_approved
GEN3;A_DECLINED-COMPLETE;112;2012-04-19 23:14:49;110144.1328125;48731.125;not_approved
GEN4;A_SUBMITTED-COMPLETE;112;2012-04-19 21:20:22;110030.2109375;48667.67578125;not_approved
GEN4;A_PARTLYSUBMITTED-COMPLETE;112;2012-04-19 21:20:22;110030.2109375;48667.67578125;not_approved
GEN4;W_Afhandelen leads-SCHEDULE;112;2012-04-19 21:20:36;110030.2109375;48667.67578125;not_approved
GEN4;W_Afhandelen leads-START;UNKNOWN;2012-04-19 21:27:42;110030.2109375;48667.67578125;not_approved
GEN4;A_DECLINED-COMPLETE;10932;2012-04-19 21:29:59;110030.2109375;48667.67578125;not_approved
GEN4;W_Afhandelen leads-COMPLETE;10933;2012-04-19 21:30:02;110030.2109375;48667.67578125;not_approved
GEN5;A_SUBMITTED-COMPLETE;112;2012-04-22 00:01:29;113071.328125;46731.83984375;not_approved
GEN5;A_PARTLYSUBMITTED-COMPLETE;112;2012-04-22 00:01:29;113071.328125;46731.83984375;not_approved
GEN5;W_Afhandelen leads-SCHEDULE;112;2012-04-22 00:01:58;113071.328125;46731.83984375;not_approved
GEN5;W_Afhandelen leads-START;10982;2012-04-22 09:11:43;113071.328125;46731.83984375;not_approved
GEN5;W_Afhandelen leads-COMPLETE;10932;2012-04-22 09:12:32;113071.328125;46731.83984375;not_approved
GEN5;W_Afhandelen leads-START;10910;2012-04-22 09:31:10;113071.328125;46731.83984375;not_approved
GEN5;A_DECLINED-COMPLETE;10889;2012-04-22 09:32:15;113071.328125;46731.83984375;not_approved
GEN5;W_Afhandelen leads-COMPLETE;11002;2012-04-22 09:32:18;113071.328125;46731.83984375;not_approved
GEN6;A_SUBMITTED-COMPLETE;112;2012-04-18 21:07:55;108577.7578125;48236.8203125;not_approved
GEN6;A_PARTLYSUBMITTED-COMPLETE;112;2012-04-18 21:07:55;108577.7578125;48236.8203125;not_approved
GEN6;A_DECLINED-COMPLETE;112;2012-04-18 21:08:21;108577.7578125;48236.8203125;not_approved
GEN7;A_SUBMITTED-COMPLETE;112;2012-04-20 03:22:31;110392.359375;48870.48046875;not_approved
GEN7;A_PARTLYSUBMITTED-COMPLETE;112;2012-04-20 03:22:31;110392.359375;48870.48046875;not_approved
GEN7;A_DECLINED-COMPLETE;112;2012-04-20 03:22:59;110392.359375;48870.48046875;not_approved
GEN8;A_SUBMITTED-COMPLETE;112;2012-04-20 08:40:02;110709.8828125;48547.4765625;not_approved
GEN8;A_PARTLYSUBMITTED-COMPLETE;112;2012-04-20 08:40:02;110709.8828125;48547.4765625;not_approved
GEN8;A_DECLINED-COMPLETE;112;2012-04-20 08:40:31;110709.8828125;48547.4765625;not_approved
GEN9;A_SUBMITTED-COMPLETE;112;2012-04-20 22:45:35;111555.4296875;47561.08203125;not_approved
GEN9;A_PARTLYSUBMITTED-COMPLETE;112;2012-04-20 22:45:35;111555.4296875;47561.08203125;not_approved
GEN9;W_Afhandelen leads-SCHEDULE;112;2012-04-20 22:45:38;111555.4296875;47561.08203125;not_approved
GEN9;W_Afhandelen leads-START;11002;2012-04-21 08:34:08;111555.4296875;47561.08203125;not_approved
GEN9;W_Afhandelen leads-COMPLETE;10188;2012-04-21 08:36:56;111555.4296875;47561.08203125;not_approved
GEN9;W_Afhandelen leads-START;10913;2012-04-21 08:37:00;111555.4296875;47561.08203125;not_approved
GEN9;W_Afhandelen leads-COMPLETE;10913;2012-04-21 08:38:57;111555.4296875;47561.08203125;not_approved
GEN9;W_Afhandelen leads-START;11203;2012-04-21 09:09:31;111555.4296875;47561.08203125;not_approved
GEN9;A_DECLINED-COMPLETE;11122;2012-04-21 09:10:46;111555.4296875;47561.08203125;not_approved
GEN9;W_Afhandelen leads-COMPLETE;11120;2012-04-21 09:10:50;111555.4296875;47561.08203125;not_approved
GEN10;A_SUBMITTED-COMPLETE;112;2012-04-20 14:39:04;111068.921875;47409.98828125;not_approved
GEN10;A_PARTLYSUBMITTED-COMPLETE;112;2012-04-20 14:39:05;111068.921875;47409.98828125;not_approved
GEN10;A_DECLINED-COMPLETE;112;2012-04-20 14:39:35;111068.921875;47409.98828125;not_approved
GEN11;A_SUBMITTED-COMPLETE;112;2012-04-20 21:01:47;111451.6328125;48549.140625;not_approved
GEN11;A_PARTLYSUBMITTED-COMPLETE;112;2012-04-20 21:01:47;111451.6328125;48549.140625;not_approved
GEN11;A_DECLINED-COMPLETE;112;2012-04-20 21:02:23;111451.6328125;48549.140625;not_approved
GEN12;A_SUBMITTED-COMPLETE;112;2012-04-20 13:49:19;111019.171875;47612.046875;not_approved
GEN12;A_PARTLYSUBMITTED-COMPLETE;112;2012-04-20 13:49:20;111019.171875;47612.046875;not_approved
GEN12;A_DECLINED-COMPLETE;112;2012-04-20 13:49:48;111019.171875;47612.046875;not_approved
GEN13;A_SUBMITTED-COMPLETE;112;2012-04-20 02:13:33;110323.390625;46722.23046875;not_approved
GEN13;A_PARTLYSUBMITTED-COMPLETE;112;2012-04-20 02:13:33;110323.390625;46722.23046875;not_approved
