case:concept:name;concept:name;org:resource;time:timestamp;relative_timestamp_from_start;AMOUNT_REQ;case:label
GEN0;A_SUBMITTED-COMPLETE;112;2012-04-17 20:22:35;112232.984375;46974.76953125;approved
GEN0;A_PARTLYSUBMITTED-COMPLETE;112;2012-04-17 20:22:36;112232.984375;46974.76953125;approved
GEN0;A_PREACCEPTED-COMPLETE;112;2012-04-17 20:23:02;112232.984375;46974.76953125;approved
GEN0;W_Completeren aanvraag-SCHEDULE;112;2012-04-17 20:23:02;112232.984375;46974.76953125;approved
GEN0;W_Completeren aanvraag-START;11269;2012-04-17 22:20:43;112232.984375;46974.76953125;approved
GEN0;W_Completeren aanvraag-COMPLETE;10861;2012-04-17 22:22:02;112232.984375;46974.76953125;approved
GEN0;W_Completeren aanvraag-START;11201;2012-04-17 22:30:36;112232.984375;46974.76953125;approved
GEN0;W_Completeren aanvraag-COMPLETE;11201;2012-04-17 22:30:53;112232.984375;46974.76953125;approved
GEN0;W_Completeren aanvraag-START;11049;2012-04-17 22:34:43;112232.984375;46974.76953125;approved
GEN0;A_ACCEPTED-COMPLETE;UNKNOWN;2012-04-17 22:35:18;112232.984375;46974.76953125;approved
GEN0;O_CREATED-COMPLETE;11200;2012-04-17 22:35:19;112232.984375;46974.76953125;approved
GEN0;O_SENT-COMPLETE;10972;2012-04-17 22:35:19;112232.984375;46974.76953125;approved
GEN0;W_Nabellen offertes-SCHEDULE;10931;2012-04-17 22:35:19;112232.984375;46974.76953125;approved
GEN0;W_Completeren aanvraag-COMPLETE;UNKNOWN;2012-04-17 22:35:20;112232.984375;46974.76953125;approved
GEN0;W_Nabellen offertes-START;11179;2012-04-17 22:36:06;112232.984375;46974.76953125;approved
GEN0;W_Nabellen offertes-COMPLETE;UNKNOWN;2012-04-17 22:42:53;112232.984375;46974.76953125;approved
GEN0;W_Nabellen offertes-START;UNKNOWN;2012-04-25 10:38:28;112232.984375;46974.76953125;approved
GEN0;O_SENT_BACK-COMPLETE;10899;2012-04-25 10:38:34;112232.984375;46974.76953125;approved
GEN0;W_Valideren aanvraag-SCHEDULE;10899;2012-04-25 10:38:34;112232.984375;46974.76953125;approved
GEN0;W_Nabellen offertes-COMPLETE;10899;2012-04-25 10:38:35;112232.984375;46974.76953125;approved
