case:concept:name;concept:name;org:resource;time:timestamp;relative_timestamp_from_start;AMOUNT_REQ;case:label
GEN0;A_SUBMITTED-COMPLETE;112;2012-04-25 12:57:16;110937.625;48006.67578125;not_approved
GEN0;A_PARTLYSUBMITTED-COMPLETE;112;2012-04-25 12:57:17;110937.625;48006.67578125;not_approved
GEN0;W_Afhandelen leads-SCHEDULE;112;2012-04-25 12:57:32;110937.625;48006.67578125;not_approved
GEN0;W_Completeren aanvraag-SCHEDULE;112;2012-04-25 12:57:32;110937.625;48006.67578125;not_approved
GEN0;W_Completeren aanvraag-START;10931;2012-04-26 05:56:12;110937.625;48006.67578125;not_approved
GEN0;A_ACCEPTED-COMPLETE;11179;2012-04-26 05:59:31;110937.625;48006.67578125;not_approved
GEN0;A_SUBMITTED-COMPLETE;10863;2012-04-26 05:59:32;110937.625;48006.67578125;not_approved
GEN0;O_CREATED-COMPLETE;10910;2012-04-26 05:59:32;110937.625;48006.67578125;not_approved
GEN0;O_SENT-COMPLETE;11049;2012-04-26 05:59:32;110937.625;48006.67578125;not_approved
GEN0;W_Nabellen offertes-SCHEDULE;UNKNOWN;2012-04-26 05:59:32;110937.625;48006.67578125;not_approved
GEN0;W_Completeren aanvraag-COMPLETE;UNKNOWN;2012-04-26 05:59:33;110937.625;48006.67578125;not_approved
GEN0;W_Nabellen offertes-START;UNKNOWN;2012-04-26 11:09:41;110937.625;48006.67578125;not_approved
GEN0;W_Nabellen offertes-COMPLETE;UNKNOWN;2012-04-26 11:09:57;110937.625;48006.67578125;not_approved
GEN0;W_Nabellen offertes-START;UNKNOWN;2012-04-26 11:14:10;110937.625;48006.67578125;not_approved
GEN0;W_Nabellen offertes-COMPLETE;11000;2012-04-29 07:34:12;110937.625;48006.67578125;not_approved
GEN1;A_SUBMITTED-COMPLETE;112;2012-04-25 08:34:28;110674.8125;49019.29296875;not_approved
GEN1;A_PARTLYSUBMITTED-COMPLETE;112;2012-04-25 08:34:28;110674.8125;49019.29296875;not_approved
GEN1;A_PREACCEPTED-COMPLETE;112;2012-04-25 08:35:29;110674.8125;49019.29296875;not_approved
GEN1;W_Completeren aanvraag-SCHEDULE;112;2012-04-25 08:35:30;110674.8125;49019.29296875;not_approved
GEN1;W_Completeren aanvraag-START;11169;2012-04-25 08:35:42;110674.8125;49019.29296875;not_approved
