case:concept:name;concept:name;org:resource;time:timestamp;relative_timestamp_from_start;AMOUNT_REQ;case:label
GEN0;A_SUBMITTED-COMPLETE;112;2012-04-17 11:56:41;111727.078125;50833.14453125;approved
GEN0;A_PARTLYSUBMITTED-COMPLETE;112;2012-04-17 11:56:41;111727.078125;50833.14453125;approved
GEN0;A_PREACCEPTED-COMPLETE;112;2012-04-17 11:57:03;111727.078125;50833.14453125;approved
GEN0;W_Completeren aanvraag-SCHEDULE;112;2012-04-17 11:57:04;111727.078125;50833.14453125;approved
GEN0;W_Completeren aanvraag-START;10138;2012-04-17 20:20:12;111727.078125;50833.14453125;approved
GEN0;A_ACCEPTED-COMPLETE;10881;2012-04-17 20:23:32;111727.078125;50833.14453125;approved
GEN0;O_SELECTED-COMPLETE;10863;2012-04-17 20:26:38;111727.078125;50833.14453125;approved
GEN0;O_SELECTED-COMPLETE;10913;2012-04-17 20:26:38;111727.078125;50833.14453125;approved
GEN0;O_CREATED-COMPLETE;10861;2012-04-17 20:26:39;111727.078125;50833.14453125;approved
GEN0;O_SENT-COMPLETE;11009;2012-04-17 20:26:39;111727.078125;50833.14453125;approved
GEN0;W_Nabellen offertes-SCHEDULE;UNKNOWN;2012-04-17 20:26:39;111727.078125;50833.14453125;approved
GEN0;W_Completeren aanvraag-COMPLETE;UNKNOWN;2012-04-17 20:26:39;111727.078125;50833.14453125;approved
GEN0;W_Nabellen offertes-START;UNKNOWN;2012-04-21 19:36:32;111727.078125;50833.14453125;approved
GEN0;O_CANCELLED-COMPLETE;10971;2012-04-21 19:38:48;111727.078125;50833.14453125;approved
GEN0;A_PARTLYSUBMITTED-COMPLETE;UNKNOWN;2012-04-26 17:39:05;111727.078125;50833.14453125;approved
GEN0;O_CREATED-COMPLETE;UNKNOWN;2012-04-26 17:39:05;111727.078125;50833.14453125;approved
GEN0;O_SENT-COMPLETE;11319;2012-04-26 17:39:05;111727.078125;50833.14453125;approved
GEN0;W_Nabellen offertes-SCHEDULE;UNKNOWN;2012-04-26 17:39:06;111727.078125;50833.14453125;approved
GEN0;W_Nabellen offertes-COMPLETE;UNKNOWN;2012-04-26 17:39:07;111727.078125;50833.14453125;approved
GEN0;W_Nabellen offertes-START;11203;2012-04-30 09:06:56;111727.078125;50833.14453125;approved
GEN0;W_Nabellen offertes-COMPLETE;11300;2012-04-30 09:09:14;111727.078125;50833.14453125;approved
GEN0;W_Nabellen offertes-START;10881;2012-05-06 18:27:25;111727.078125;50833.14453125;approved
GEN0;W_Nabellen offertes-COMPLETE;11202;2012-05-06 18:28:54;111727.078125;50833.14453125;approved
GEN0;W_Nabellen offertes-START;11339;2012-05-06 19:04:06;111727.078125;50833.14453125;approved
GEN0;O_SENT_BACK-COMPLETE;UNKNOWN;2012-05-06 19:04:35;111727.078125;50833.14453125;approved
GEN0;W_Valideren aanvraag-SCHEDULE;UNKNOWN;2012-05-06 19:04:36;111727.078125;50833.14453125;approved
GEN0;W_Nabellen offertes-COMPLETE;UNKNOWN;2012-05-06 19:04:37;111727.078125;50833.14453125;approved
GEN0;W_Valideren aanvraag-START;10629;2012-05-08 20:22:45;111727.078125;50833.14453125;approved
GEN0;W_Nabellen incomplete dossiers-SCHEDULE;10629;2012-05-08 20:35:23;111727.078125;50833.14453125;approved
GEN0;W_Valideren aanvraag-COMPLETE;10629;2012-05-08 20:35:24;111727.078125;50833.14453125;approved
GEN0;W_Nabellen incomplete dossiers-START;UNKNOWN;2012-05-08 20:35:59;111727.078125;50833.14453125;approved
GEN0;W_Nabellen incomplete dossiers-COMPLETE;UNKNOWN;2012-05-08 20:36:18;111727.078125;50833.14453125;approved
GEN0;W_Nabellen incomplete dossiers-START;11049;2012-05-09 12:27:58;111727.078125;50833.14453125;approved
GEN0;W_Nabellen incomplete dossiers-COMPLETE;UNKNOWN;2012-05-09 12:29:50;111727.078125;50833.14453125;approved
GEN0;W_Nabellen incomplete dossiers-START;UNKNOWN;2012-05-10 03:31:29;111727.078125;50833.14453125;approved
GEN0;W_Valideren aanvraag-SCHEDULE;UNKNOWN;2012-05-10 03:32:26;111727.078125;50833.14453125;approved
GEN0;W_Nabellen incomplete dossiers-COMPLETE;UNKNOWN;2012-05-10 03:32:27;111727.078125;50833.14453125;approved
GEN0;W_Valideren aanvraag-START;10629;2012-05-10 03:56:26;111727.078125;50833.14453125;approved
GEN0;O_ACCEPTED-COMPLETE;10629;2012-05-10 03:59:24;111727.078125;50833.14453125;approved
GEN0;A_APPROVED-COMPLETE;10629;2012-05-10 03:59:24;111727.078125;50833.14453125;approved
GEN0;W_Nabellen offertes-SCHEDULE;10629;2012-05-10 03:59:24;111727.078125;50833.14453125;approved
GEN0;W_Valideren aanvraag-COMPLETE;10629;2012-05-10 03:59:24;111727.078125;50833.14453125;approved
GEN1;A_SUBMITTED-COMPLETE;112;2012-04-18 14:27:07;113317.5078125;51875.94140625;approved
GEN1;A_PARTLYSUBMITTED-COMPLETE;112;2012-04-18 14:27:11;113317.5078125;51875.94140625;approved
GEN1;A_PREACCEPTED-COMPLETE;112;2012-04-18 14:27:39;113317.5078125;51875.94140625;approved
GEN1;W_Completeren aanvraag-SCHEDULE;112;2012-04-18 14:27:39;113317.5078125;51875.94140625;approved
GEN1;W_Completeren aanvraag-START;10972;2012-04-18 15:05:12;113317.5078125;51875.94140625;approved
GEN1;W_Completeren aanvraag-COMPLETE;11120;2012-04-18 15:13:38;113317.5078125;51875.94140625;approved
GEN1;O_SELECTED-COMPLETE;11122;2012-04-18 15:13:58;113317.5078125;51875.94140625;approved
GEN1;A_FINALIZED-COMPLETE;11122;2012-04-18 15:13:58;113317.5078125;51875.94140625;approved
GEN1;O_CREATED-COMPLETE;11122;2012-04-18 15:13:59;113317.5078125;51875.94140625;approved
GEN1;O_SENT-COMPLETE;11122;2012-04-18 15:13:59;113317.5078125;51875.94140625;approved
GEN1;W_Nabellen offertes-SCHEDULE;11122;2012-04-18 15:13:59;113317.5078125;51875.94140625;approved
GEN1;W_Nabellen offertes-START;11122;2012-04-18 15:14:00;113317.5078125;51875.94140625;approved
GEN1;W_Nabellen offertes-COMPLETE;11122;2012-04-18 15:14:33;113317.5078125;51875.94140625;approved
GEN1;W_Nabellen offertes-START;11122;2012-04-18 15:15:52;113317.5078125;51875.94140625;approved
GEN1;W_Nabellen offertes-COMPLETE;11122;2012-04-22 13:47:41;113317.5078125;51875.94140625;approved
GEN1;O_SENT-COMPLETE;11122;2012-04-22 13:47:58;113317.5078125;51875.94140625;approved
GEN1;W_Nabellen offertes-SCHEDULE;10913;2012-04-22 13:47:58;113317.5078125;51875.94140625;approved
GEN1;O_SELECTED-COMPLETE;11181;2012-04-22 13:47:58;113317.5078125;51875.94140625;approved
GEN1;O_SENT_BACK-COMPLETE;UNKNOWN;2012-04-22 13:47:59;113317.5078125;51875.94140625;approved
GEN1;W_Nabellen offertes-START;UNKNOWN;2012-04-22 13:48:12;113317.5078125;51875.94140625;approved
GEN1;O_SELECTED-COMPLETE;11049;2012-04-22 13:48:23;113317.5078125;51875.94140625;approved
GEN1;O_ACCEPTED-COMPLETE;11269;2012-04-23 04:49:35;113317.5078125;51875.94140625;approved
GEN1;W_Nabellen offertes-COMPLETE;11309;2012-04-24 21:49:13;113317.5078125;51875.94140625;approved
GEN1;O_CREATED-COMPLETE;11001;2012-04-24 21:52:16;113317.5078125;51875.94140625;approved
