case:concept:name;concept:name;org:resource;time:timestamp;relative_timestamp_from_start;AMOUNT_REQ;case:label
GEN0;A_SUBMITTED-COMPLETE;112;2012-04-24 06:56:11;112156.8828125;46271.140625;not_approved
GEN0;A_PARTLYSUBMITTED-COMPLETE;112;2012-04-24 06:56:11;112156.8828125;46271.140625;not_approved
GEN0;A_PREACCEPTED-COMPLETE;112;2012-04-24 06:56:39;112156.8828125;46271.140625;not_approved
GEN0;W_Completeren aanvraag-SCHEDULE;112;2012-04-24 06:56:40;112156.8828125;46271.140625;not_approved
GEN0;W_Completeren aanvraag-START;11179;2012-04-24 07:28:13;112156.8828125;46271.140625;not_approved
GEN0;W_Completeren aanvraag-COMPLETE;112;2012-04-24 07:29:22;112156.8828125;46271.140625;not_approved
GEN0;W_Completeren aanvraag-START;10909;2012-04-24 07:32:53;112156.8828125;46271.140625;not_approved
GEN0;A_DECLINED-COMPLETE;11179;2012-04-24 07:49:12;112156.8828125;46271.140625;not_approved
GEN0;W_Completeren aanvraag-COMPLETE;10880;2012-04-24 07:49:15;112156.8828125;46271.140625;not_approved
GEN1;A_SUBMITTED-COMPLETE;112;2012-04-22 12:39:24;109620.09375;48180.58203125;not_approved
GEN1;A_PARTLYSUBMITTED-COMPLETE;112;2012-04-22 12:39:24;109620.09375;48180.58203125;not_approved
GEN1;W_Afhandelen leads-SCHEDULE;112;2012-04-22 12:39:48;109620.09375;48180.58203125;not_approved
GEN1;W_Completeren aanvraag-SCHEDULE;112;2012-04-22 12:39:49;109620.09375;48180.58203125;not_approved
GEN1;W_Completeren aanvraag-START;10909;2012-04-22 12:55:49;109620.09375;48180.58203125;not_approved
GEN1;W_Completeren aanvraag-COMPLETE;11001;2012-04-22 13:03:59;109620.09375;48180.58203125;not_approved
GEN1;A_DECLINED-COMPLETE;11120;2012-04-22 13:04:57;109620.09375;48180.58203125;not_approved
GEN2;A_SUBMITTED-COMPLETE;112;2012-04-21 01:07:15;107487.953125;47276.46484375;not_approved
GEN2;A_PARTLYSUBMITTED-COMPLETE;112;2012-04-21 01:07:16;107487.953125;47276.46484375;not_approved
GEN2;A_PREACCEPTED-COMPLETE;112;2012-04-21 01:07:39;107487.953125;47276.46484375;not_approved
GEN2;W_Completeren aanvraag-SCHEDULE;112;2012-04-21 01:07:40;107487.953125;47276.46484375;not_approved
