case:concept:name;concept:name;org:resource;time:timestamp;relative_timestamp_from_start;AMOUNT_REQ;case:label
GEN0;A_SUBMITTED-COMPLETE;112;2012-04-23 00:19:13;111834.125;46188.78515625;not_approved
GEN0;A_PARTLYSUBMITTED-COMPLETE;112;2012-04-23 00:19:13;111834.125;46188.78515625;not_approved
GEN0;W_Afhandelen leads-SCHEDULE;112;2012-04-23 00:19:41;111834.125;46188.78515625;not_approved
GEN0;W_Completeren aanvraag-SCHEDULE;112;2012-04-23 00:19:41;111834.125;46188.78515625;not_approved
GEN0;W_Completeren aanvraag-START;10124;2012-04-23 09:40:11;111834.125;46188.78515625;not_approved
GEN0;O_SELECTED-COMPLETE;UNKNOWN;2012-04-23 09:50:29;111834.125;46188.78515625;not_approved
GEN0;A_SUBMITTED-COMPLETE;11001;2012-04-23 09:50:34;111834.125;46188.78515625;not_approved
GEN0;W_Completeren aanvraag-COMPLETE;11302;2012-04-23 09:59:13;111834.125;46188.78515625;not_approved
GEN0;W_Completeren aanvraag-START;10188;2012-04-23 10:06:37;111834.125;46188.78515625;not_approved
GEN0;A_ACCEPTED-COMPLETE;10899;2012-04-23 10:08:14;111834.125;46188.78515625;not_approved
GEN0;W_Completeren aanvraag-COMPLETE;UNKNOWN;2012-04-24 01:56:04;111834.125;46188.78515625;not_approved
GEN0;W_Nabellen offertes-SCHEDULE;UNKNOWN;2012-04-24 01:56:37;111834.125;46188.78515625;not_approved
GEN0;O_SENT-COMPLETE;10972;2012-04-24 01:56:38;111834.125;46188.78515625;not_approved
GEN0;W_Nabellen offertes-START;11180;2012-04-24 01:56:39;111834.125;46188.78515625;not_approved
GEN0;W_Nabellen offertes-COMPLETE;11201;2012-04-28 20:41:18;111834.125;46188.78515625;not_approved
GEN0;W_Nabellen offertes-START;11111;2012-04-28 20:43:17;111834.125;46188.78515625;not_approved
GEN0;W_Nabellen offertes-COMPLETE;UNKNOWN;2012-05-04 11:27:38;111834.125;46188.78515625;not_approved
GEN0;O_SELECTED-COMPLETE;UNKNOWN;2012-05-04 11:30:10;111834.125;46188.78515625;not_approved
GEN0;O_CREATED-COMPLETE;11029;2012-05-05 03:20:34;111834.125;46188.78515625;not_approved
GEN0;O_SENT-COMPLETE;11302;2012-05-05 03:20:34;111834.125;46188.78515625;not_approved
GEN0;W_Nabellen offertes-SCHEDULE;10881;2012-05-05 03:20:34;111834.125;46188.78515625;not_approved
GEN0;A_FINALIZED-COMPLETE;10909;2012-05-05 03:20:34;111834.125;46188.78515625;not_approved
GEN0;W_Nabellen offertes-START;UNKNOWN;2012-05-05 03:20:35;111834.125;46188.78515625;not_approved
GEN0;W_Nabellen offertes-COMPLETE;UNKNOWN;2012-05-05 03:20:35;111834.125;46188.78515625;not_approved
GEN0;W_Nabellen offertes-START;10861;2012-05-10 16:43:10;111834.125;46188.78515625;not_approved
GEN0;W_Nabellen offertes-COMPLETE;10779;2012-05-10 16:44:47;111834.125;46188.78515625;not_approved
GEN0;W_Nabellen offertes-START;UNKNOWN;2012-05-16 12:11:34;111834.125;46188.78515625;not_approved
GEN0;O_SENT_BACK-COMPLETE;UNKNOWN;2012-05-16 12:12:30;111834.125;46188.78515625;not_approved
GEN0;W_Valideren aanvraag-SCHEDULE;11202;2012-05-17 21:20:09;111834.125;46188.78515625;not_approved
GEN0;W_Nabellen offertes-COMPLETE;11304;2012-05-17 21:20:46;111834.125;46188.78515625;not_approved
GEN0;O_SENT_BACK-COMPLETE;11049;2012-05-17 21:20:46;111834.125;46188.78515625;not_approved
GEN0;O_CANCELLED-COMPLETE;UNKNOWN;2012-05-17 21:21:19;111834.125;46188.78515625;not_approved
GEN0;A_ACCEPTED-COMPLETE;10972;2012-05-18 13:07:35;111834.125;46188.78515625;not_approved
GEN1;A_SUBMITTED-COMPLETE;112;2012-04-20 16:07:38;108462.546875;47331.2578125;not_approved
